"","accpt_id","state","county","totbeds","alzunit","profit","hospbase","restrain","acuindex2","avgage","pctchf","pcthyper","agg_female","pctvent_mds3","pctlowcfs","pctmidcfs","pcthighcfs","adj_rehosprate","fup_adj_rehosp"
"183","015403","AL","097",100,"No","Yes","No",7.23,12.301,77.11,25,80.88,72.64,0,42.86,41.43,15.71,"0.1737",0.1875
"189","015411","AL","117",131,"Yes","Yes","No",0.81,12.958,77.31,21.5,77.57,66.89,0,46.3,40.74,12.96,"0.1552",0.1968
"190","015413","AL","047",68,"No","Yes","No",0,13.483,74.23,24.07,92.59,43.9,0,21.82,50.91,27.27,".",0.1988
"193","015416","AL","039",154,"No","Yes","No",0,12.924,80.71,14.53,84.62,68.92,0,36.44,55.08,8.47,".",0.1766
"202","015431","AL","089",155,"No","Yes","No",0,12.395,79.62,37.61,90.83,63.06,0,45.54,35.71,18.75,"0.1562",0.1428
"207","015442","AL","085",72,"Yes","Yes","No",5.56,12.75,76.71,19.7,92.42,72.73,0,21.21,62.12,16.67,".",0.1132
"209","015445","AL","073",115,"Yes","Yes","No",0.88,13.749,77.63,12.77,92.55,60.55,0,46.81,29.79,23.4,"0.1743",0.2521
"213","015451","AL","039",85,"No","Yes","No",0,12.807,78.48,20.31,82.81,57.98,0,34.38,45.31,20.31,".",0.1201
"214","015452","AL","081",87,"No","No","Yes",0,13.343,83.81,18.67,90.67,60,0,20,48,32,".",0.1125
"215","015453","AL","117",63,"No","Yes","No",0,11.76,84.39,24,68,70.23,0,39.22,41.18,19.61,"0.1454",0.1119
"234","035071","AZ","013",100,"No","Yes","No",0,12.233,79.2,15.63,48.44,51.3,0,57.81,42.19,0,"0.1612",0.0958
"240","035084","AZ","013",179,"No","Yes","No",5.63,17.449,60.74,14.05,57.85,55.23,25.62,49.58,15.97,34.45,"0.1090",0.0968
"242","035086","AZ","003",100,"Yes","Yes","No",0,11.329,77.2,16.67,68.18,60.27,0,42.42,57.58,0,"0.1672",0.1362
"243","035087","AZ","013",155,"No","Yes","No",2.05,17.439,58.27,19.26,76.3,39.36,46.32,27.21,40.44,32.35,"0.1226",0.0892
"253","035099","AZ","019",240,"Yes","Yes","No",0.66,11.722,68.28,9.23,57.69,42.16,0,44.26,45.08,10.66,"0.1429",0.121
"260","035110","AZ","013",140,"No","Yes","No",0,12.901,79.85,15.97,75.63,52.2,0,18.49,66.39,15.13,"0.1232",0.1275
"267","035120","AZ","013",180,"No","Yes","No",0,12.636,73.8,17.54,79.82,52.07,0,44.74,45.61,9.65,"0.1584",0.1354
"270","035126","AZ","013",223,"No","Yes","No",0,12.739,78.13,17.42,76.77,61.16,0,46.15,47.44,6.41,"0.1455",0.1549
"272","035130","AZ","013",120,"No","Yes","No",0,14.038,80.1,17.95,76.92,57.01,0,18.42,46.05,35.53,".",0.1375
"279","035137","AZ","013",128,"No","Yes","No",0,12.604,82.5,16.67,82.14,62.5,0,33.33,23.81,42.86,".",0.1907
"282","035141","AZ","007",96,"No","Yes","No",0,12.724,80.12,23.73,86.44,48.05,0,33.85,43.08,23.08,"0.1597",0.1698
"283","035142","AZ","013",228,"No","No","No",0,11.973,68.03,12.03,72.15,51.72,0,41.29,43.23,15.48,".",0.1345
"286","035145","AZ","019",312,"Yes","Yes","No",0,12.978,75.89,15.86,75.33,50.86,0,37.28,43.42,19.3,"0.1952",0.138
"287","035146","AZ","013",210,"No","Yes","No",0,12.731,76.02,14.04,71.93,57.67,0,50.43,40,9.57,"0.1437",0.1198
"291","035154","AZ","013",225,"Yes","No","No",0,12.584,79.87,17.12,81.51,63.58,0,42.47,31.51,26.03,"0.1583",0.1605
"296","035165","AZ","019",118,"No","Yes","No",0,11.938,75.14,20.59,91.18,61.49,0,68.66,31.34,0,"0.1547",0.1064
"304","035176","AZ","013",72,"Yes","No","No",0,11.65,88.05,21.43,69.64,66.97,0,19.64,58.93,21.43,"0.1922",0.1372
"307","035183","AZ","013",150,"No","No","No",0,13.233,81.71,44.16,85.71,58.33,0,33.33,53.33,13.33,"0.1230",0.1835
"311","035193","AZ","013",204,"No","Yes","No",1.34,13.918,68.05,23.39,66.94,44.69,8.73,46.4,32.8,20.8,"0.1578",0.1718
"312","035196","AZ","013",191,"Yes","Yes","No",0,11.927,79.69,13.73,83.33,67.22,0,34.31,54.9,10.78,"0.1663",0.1631
"323","035232","AZ","019",120,"Yes","Yes","No",0,11.294,81.23,13.33,73.33,59.34,0,42.31,21.79,35.9,"0.1201",0.126
"324","035233","AZ","007",114,"No","Yes","No",0,12.022,77.75,17.5,86.25,59.92,0,26.58,59.49,13.92,"0.1327",0.1523
"332","035245","AZ","013",127,"No","Yes","No",0.96,16.241,61.31,12.94,68.24,45.48,24.71,47.06,30.59,22.35,"0.1423",0.1204
"344","035264","AZ","013",75,"No","No","No",0,11.911,85.08,26.53,83.67,61.64,0,60,40,0,"0.1276",0.1744
"370","045135","AR","027",140,"No","Yes","No",4.46,11.48,78.75,16.84,80,50,0,28.87,52.58,18.56,".",0.1708
"383","045151","AR","075",119,"No","Yes","No",4.35,13.332,76.55,21.67,75,50.47,0,35,43.33,21.67,".",0.1083
"385","045155","AR","135",105,"No","Yes","No",3.08,12.108,82.52,24.19,70.97,41.94,0,31.75,39.68,28.57,"0.2448",0.1843
"386","045157","AR","037",100,"No","No","No",0,12.35,79.76,16.67,81.67,71,0,30,53.33,16.67,"0.2201",0.1711
"391","045167","AR","143",140,"No","Yes","No",1.94,12.796,72.62,13.1,72.62,48.91,0,33.33,54.02,12.64,".",0.1895
"392","045176","AR","043",122,"No","Yes","No",0,12.176,77.98,32.08,69.81,64.87,0,28.3,49.06,22.64,"0.2368",0.2037
"395","045183","AR","045",121,"No","Yes","No",0,12.161,81.3,14.94,74.71,65.78,0,47.13,40.23,12.64,"0.1890",0.114
"413","04A016","AR","053",121,"No","Yes","No",0,13.028,78.15,19.12,66.18,59.59,0,35.29,50,14.71,"0.2701",0.1794
"415","04A024","AR","047",97,"No","Yes","No",0,12.284,82.07,18.75,71.25,64.84,0,23.75,47.5,28.75,".",0.1008
"416","04A025","AR","009",90,"No","Yes","No",0,11.617,83.58,27.42,50,53.42,0,23.81,57.14,19.05,"0.1320",0.138
"424","04A042","AR","087",105,"No","No","No",4.26,12.033,79.7,25,70.45,47.06,0,38.64,38.64,22.73,"0.0874",0.0776
"428","04A052","AR","067",130,"No","Yes","No",0,12.527,74.18,22.95,70.49,52.13,0,43.55,56.45,0,".",0.211
"429","04A054","AR","127",105,"No","Yes","No",0,12.36,81.33,38.6,84.21,51.58,0,53.45,46.55,0,"0.1283",0.159
"434","04A060","AR","115",124,"No","Yes","No",0,11.485,80.24,17.86,73.81,67.13,0,25,61.9,13.1,".",0.1268
"435","04A064","AR","131",117,"Yes","Yes","No",0,10.359,69.69,13.68,75.79,53.93,0,33.68,54.74,11.58,"0.2243",0.199
"437","04A067","AR","147",120,"No","No","No",0,12.499,81.64,21.43,82.14,60.65,0,36.9,45.24,17.86,".",0.2362
"438","04A070","AR","091",115,"No","Yes","No",0,10.938,83.73,23.75,81.25,57.86,0,36.25,51.25,12.5,"0.2268",0.1257
"440","04A076","AR","113",115,"No","Yes","No",0,13.895,79.55,32.84,94.03,59.51,0,20.9,58.21,20.9,".",0.2087
"445","04A089","AR","063",140,"No","No","No",1.44,12.027,85.44,37.69,86.15,80.18,0,34.62,53.08,12.31,".",0.2428
"446","04A093","AR","131",157,"Yes","Yes","No",0,10.84,78.8,16.87,83.13,72.53,0,24.71,60,15.29,"0.1461",0.1305
"447","04A095","AR","033",109,"No","Yes","No",0,11.21,74.95,15.12,74.42,65.42,0,36.05,48.84,15.12,".",0.1443
"448","04A096","AR","131",145,"No","No","No",0,12.655,85.93,18.75,73.21,75.3,0,29.46,47.32,23.21,".",0.1312
"454","04A113","AR","011",140,"Yes","Yes","No",0,11.74,80.35,59.74,80.52,57.74,0,41.56,58.44,0,".",0.3449
"464","04A138","AR","111",110,"No","No","No",0,12.329,75.04,20.24,75,59.02,0,25,75,0,"0.2329",0.128
"469","04A147","AR","031",75,"No","Yes","No",0,11.957,81.21,24.07,79.63,72.73,0,22.22,48.15,29.63,"0.2086",0.1683
"471","04A152","AR","097",112,"No","No","No",0,12.526,82.8,14.29,69.05,59.71,0,45.88,40,14.12,".",0.1354
"472","04A153","AR","047",135,"No","Yes","No",0,11.15,75.56,15.91,73.86,65.26,0,25,55.68,19.32,".",0.1382
"476","04A159","AR","055",143,"No","No","No",0,13.478,81.54,18.42,79.82,66.07,0,26.32,50,23.68,".",0.1892
"479","04A169","AR","063",150,"No","Yes","No",1.04,11.551,72.07,23.38,51.95,36.04,0,31.58,50,18.42,".",0.2527
"486","04A189","AR","091",173,"Yes","Yes","No",0,11.672,72.91,20.83,82.29,52.59,0,34.02,52.58,13.4,".",0.2096
"488","04A191","AR","033",115,"No","Yes","No",0,9.723,81.41,15.58,85.71,52.06,0,36.36,49.35,14.29,"0.2336",0.184
"491","04A196","AR","145",105,"No","Yes","No",0,10.585,79.57,30.49,73.17,62.28,0,37.8,48.78,13.41,"0.1280",0.1567
"492","04A198","AR","079",95,"No","Yes","No",0,11.519,77.58,29.09,89.09,56.38,0,23.64,56.36,20,".",0.2433
"499","04A212","AR","017",102,"No","No","No",0,12.314,72.57,24.44,86.67,57.47,0,33.33,44.44,22.22,"0.3278",0.2316
"502","04A216","AR","083",140,"No","Yes","No",0,11.818,79.29,0,0,55.86,0,16.67,68.18,15.15,"0.2109",0.1329
"511","04A228","AR","143",92,"No","Yes","No",0,12.272,82.46,20.78,83.12,72.73,0,25.97,46.75,27.27,"0.2420",0.1553
"515","04A234","AR","089",80,"No","Yes","No",0,10.419,79.6,28.33,71.67,61.22,0,20,58.33,21.67,".",0.147
"517","04A237","AR","063",110,"No","Yes","No",0,10.568,83.76,37.65,80,63.7,0,35.29,48.24,16.47,"0.0861",0.1031
"518","04A249","AR","119",120,"No","Yes","No",1.83,12.621,84.32,36.78,81.61,65.34,0,22.83,56.52,20.65,"0.2029",0.1738
"522","04A268","AR","135",100,"No","Yes","No",0,12.275,83.5,24.07,74.07,54.64,0,20,58.18,21.82,".",0.2097
"532","04A294","AR","007",90,"No","Yes","No",0,11.735,87.82,27.42,82.26,62.37,0,38.71,61.29,0,"0.1374",0.1686
"533","04A296","AR","143",140,"No","Yes","No",0,11.415,83.79,22.22,79.63,66.06,0,27.78,50.93,21.3,"0.1575",0.1602
"538","04A305","AR","007",100,"No","Yes","No",0,11.809,84.03,16.44,83.56,71.29,0,35.62,46.58,17.81,".",0.1374
"539","04A306","AR","143",80,"No","Yes","No",0,11.848,80.5,18.33,88.33,67.07,0,41.94,40.32,17.74,"0.1188",0.1134
"541","04A308","AR","143",102,"No","Yes","No",0,12.245,80.8,19.18,80.82,68.78,0,27.4,53.42,19.18,"0.1927",0.0982
"545","04A314","AR","021",84,"No","Yes","No",0,12.199,81.92,26,84,73.33,0,32,48,20,"0.2487",0.2427
"549","04E001","AR","143",140,"No","Yes","No",0,11.643,78.03,17.78,57.78,59.17,0,27.47,52.75,19.78,"0.1567",0.1949
"558","04E047","AR","009",103,"No","Yes","No",0,11.757,86.72,23.08,84.62,65.74,0,28.89,57.78,13.33,"0.1500",0.1486
"568","04E099","AR","131",122,"No","Yes","No",0,11.961,81.75,28.05,86.59,66.35,0,41.46,46.34,12.2,"0.1591",0.1287
"570","04E103","AR","019",112,"No","Yes","No",0,10.924,80.65,11.36,73.86,59.44,0,29.55,59.09,11.36,".",0.1253
"583","04E246","AR","123",100,"No","Yes","No",0,12.738,80.18,17.19,81.25,62.26,0,31.25,35.94,32.81,".",0.2026
"588","055001","CA","071",78,"No","Yes","No",1.37,13.027,75.82,20.37,72.22,28.53,0,33.33,42.59,24.07,"0.1708",0.1248
"592","055011","CA","099",99,"No","Yes","No",2.53,13.518,80.19,45.07,85.92,65.71,0,45.07,40.85,14.08,".",0.2334
"593","055013","CA","037",166,"No","No","No",0,12.578,89.39,15.89,67.55,69.92,0,9.27,72.19,18.54,".",0.1627
"604","055042","CA","065",99,"No","Yes","No",0,13.872,71.75,18.42,71.05,40.71,0,42.11,36.84,21.05,"0.1922",0.1263
"605","055045","CA","037",154,"No","Yes","No",0,14.215,76.79,24.27,90.29,46.5,0,42.57,44.55,12.87,"0.2154",0.1963
"606","055046","CA","037",144,"Yes","Yes","No",3.94,12.339,82.33,15.15,70.71,59.39,0,32,57,11,"0.1953",0.2491
"610","055056","CA","037",75,"No","Yes","No",0,13.254,82.44,19.67,85.25,55.14,0,31.75,52.38,15.87,"0.1822",0.1991
"617","055074","CA","073",122,"No","No","Yes",6.06,18.916,61.75,29.07,67.44,59.51,12.79,31.4,13.95,54.65,"0.0787",0.1063
"640","055129","CA","071",59,"No","Yes","No",0,13.36,72.72,27.91,81.4,58.61,0,59.09,40.91,0,"0.2252",0.2275
"645","055141","CA","037",148,"No","Yes","No",1.4,12.759,79.83,18.52,88.89,46.53,0,25.23,61.26,13.51,"0.2143",0.2296
"647","055146","CA","037",92,"No","Yes","No",0,15.653,65.41,18.18,54.55,54.69,33.33,28.79,37.88,33.33,"0.1644",0.1323
"648","055147","CA","039",176,"No","Yes","No",0,12.832,78.48,17.09,81.65,47.89,0,20.5,67.08,12.42,"0.1485",0.1204
"649","055150","CA","013",190,"No","Yes","No",0,12.756,77.3,14.29,82.86,55.27,0,39.29,52.14,8.57,"0.1802",0.1711
"653","055157","CA","037",124,"No","Yes","No",0.92,13.64,78.07,22.83,86.96,48.6,0,31.87,50.55,17.58,"0.2362",0.184
"660","055169","CA","075",378,"Yes","No","Yes",0,11.978,86.21,24.83,78.81,58.31,0,37.09,48.01,14.9,"0.1641",0.1589
"661","055170","CA","037",99,"No","Yes","No",2.2,14.666,78.6,14.67,77.33,50.37,0,23.68,56.58,19.74,"0.2149",0.2499
"665","055181","CA","037",151,"No","Yes","No",0,12.789,87.4,15.38,82.31,59.09,0,10.61,81.82,7.58,".",0.1678
"670","055188","CA","081",99,"No","No","No",1.2,11.893,85.42,16.44,78.08,62.41,0,30.14,46.58,23.29,"0.1735",0.1321
"676","055201","CA","077",119,"No","Yes","No",0,13.129,70.22,19.77,73.26,38.56,0,36.05,50,13.95,"0.1783",0.1589
"683","055211","CA","085",185,"No","Yes","No",0,13.632,67.88,8.61,57.62,34.92,0,32.45,50.99,16.56,"0.1752",0.1843
"684","055212","CA","001",83,"No","Yes","No",0,12.979,78.53,26.15,78.46,66.44,0,17.74,62.9,19.35,".",0.1764
"686","055215","CA","001",98,"No","Yes","No",0,14.01,78.34,20,65.82,48.46,0,40,46.25,13.75,".",0.1363
"694","055242","CA","077",59,"No","Yes","No",0,12.269,81.8,31.11,68.89,63.24,0,71.11,28.89,0,"0.1586",0.1727
"698","055253","CA","037",156,"No","No","No",16.22,13.459,88.42,17.42,76.52,65.96,0,12.88,67.42,19.7,"0.1793",0.1341
"700","055256","CA","083",110,"No","No","Yes",0,11.936,82.67,14.44,68.89,53.2,0,31.11,48.89,20,"0.1147",0.0964
"707","055272","CA","037",105,"No","Yes","No",0,16.432,66.56,24.68,87.01,37.5,28.57,27.27,44.16,28.57,".",0.1783
"712","055286","CA","073",98,"No","Yes","No",0,11.841,81.63,30,86.67,57.66,0,52.38,47.62,0,"0.1459",0.1637
"715","055289","CA","077",87,"Yes","Yes","No",7.69,12.149,81.67,14.29,71.43,62.5,0,23.61,61.11,15.28,".",0.1931
"717","055293","CA","037",391,"No","Yes","No",0.87,12.738,84.22,15.97,62.85,53,0,28.03,60.55,11.42,"0.1777",0.1539
"719","055297","CA","037",99,"No","Yes","No",4.21,15.607,67.04,38.75,73.75,40.69,12.5,38.75,22.5,38.75,"0.1634",0.1789
"725","055307","CA","037",99,"No","Yes","No",6.67,13.24,79.26,25.76,75.76,62.04,0,39.13,30.43,30.43,"0.1494",0.1445
"731","055318","CA","085",253,"No","Yes","No",1.32,11.888,77.37,8.5,67.5,51.68,0,30.35,61.69,7.96,".",0.1534
"732","055319","CA","073",240,"No","Yes","No",0,13.995,71.05,21.5,76.5,50.77,5.97,32.84,47.76,19.4,"0.1422",0.1415
"744","055350","CA","037",91,"No","Yes","No",5.06,12.89,79.24,15.63,84.38,48.46,0,45.31,37.5,17.19,"0.2420",0.2583
"746","055354","CA","073",174,"No","No","No",0,11.653,86.2,31.16,82.61,57.59,0,25.18,61.87,12.95,"0.1592",0.2192
"751","055367","CA","037",95,"No","Yes","No",0,12.289,82.34,14.93,71.64,57.04,0,40.58,44.93,14.49,"0.1468",0.1505
"752","055372","CA","037",96,"No","Yes","No",0,13.249,77.96,25.68,83.78,58.5,0,18.92,66.22,14.86,".",0.2155
"753","055374","CA","071",206,"No","Yes","No",0,14.643,72.79,15.53,80.12,51.47,12.88,58.28,23.31,18.4,"0.1736",0.124
"763","055399","CA","097",79,"No","Yes","No",0,13.218,76.32,18.03,60.66,50.55,0,38.71,45.16,16.13,"0.0772",0.1226
"765","055402","CA","067",178,"No","Yes","No",0,12.21,68.38,18.44,71.63,51.08,0,57.75,31.69,10.56,"0.2074",0.1904
"766","055407","CA","085",170,"No","Yes","No",0,10.94,72.5,8.9,71.92,46.77,0,48.21,43.75,8.04,"0.2390",0.1995
"767","055408","CA","037",59,"Yes","Yes","No",0,13.613,69.35,20,86,38.26,0,36.54,42.31,21.15,"0.1721",0.1983
"768","055409","CA","065",162,"No","Yes","No",1.31,13.595,73.46,19.7,84.09,59.54,0,54.14,30.08,15.79,"0.1883",0.1779
"769","055410","CA","031",133,"No","Yes","No",1.72,12.965,81.82,37.25,83.33,61.29,0,26.17,62.62,11.21,".",0.2151
"773","055430","CA","037",160,"No","Yes","No",0,11.816,78.88,17.5,87.5,52.72,0,45.83,43.33,10.83,"0.2053",0.1722
"778","055443","CA","037",128,"No","Yes","No",0,13.095,81.33,19.23,80.77,53.24,0,30.77,48.72,20.51,".",0.1649
"780","055448","CA","107",97,"No","Yes","No",0,13.17,80.21,15.79,75,47.76,0,15.38,53.85,30.77,"0.1417",0.195
"783","055457","CA","037",86,"No","Yes","No",0,17.167,72.2,38.71,88.71,44.78,19.35,25.81,46.77,27.42,"0.1761",0.1404
"789","055473","CA","037",116,"No","Yes","No",3.81,15.784,71.03,15.48,77.38,32.79,21.43,30.95,40.48,28.57,"0.1681",0.1959
"794","055481","CA","077",150,"No","Yes","No",0,12.295,84.23,24.81,77.52,73.14,0,38.76,46.51,14.73,"0.1415",0.1555
"806","055508","CA","073",128,"No","Yes","No",0,15.927,67.08,18.09,76.6,44.68,16.84,37.93,43.68,18.39,"0.1410",0.1637
"813","055523","CA","037",136,"No","Yes","No",0,13.141,80.51,13.95,80.23,51.45,0,27.91,58.14,13.95,"0.1763",0.1627
"815","055526","CA","037",99,"No","Yes","No",3.41,13.965,82.29,15.58,84.42,67.15,0,30.77,44.87,24.36,"0.2090",0.1993
"832","055565","CA","071",166,"No","Yes","No",0,11.291,67.18,19.67,68.85,44.6,0,48.33,41.67,10,"0.1360",0.1509
"834","055567","CA","059",124,"No","Yes","No",0,15.796,77.87,19.15,85.11,48.75,15.96,19.15,46.81,34.04,".",0.1957
"835","055568","CA","107",139,"No","Yes","No",0,12.679,77.11,16.82,59.81,44.36,0,43.64,45.45,10.91,".",0.1619
"837","055571","CA","059",143,"No","Yes","No",0,16.117,69.92,12.28,77.19,59.79,12.93,23.28,45.69,31.03,"0.1678",0.1252
"850","055619","CA","071",216,"No","Yes","No",0,12.897,75.77,20.65,77.42,53.88,0,49.03,43.23,7.74,".",0.1285
"852","055626","CA","019",155,"No","Yes","No",0,12.069,77.26,15.93,82.14,43.3,0,42.48,48.67,8.85,".",0.1404
"859","055650","CA","071",80,"Yes","Yes","No",0,12.55,77.05,14.29,57.14,38.03,0,27.54,44.93,27.54,"0.1511",0.1834
"860","055651","CA","037",181,"No","Yes","No",0.61,16.275,71.08,20.53,82.78,50.4,12.5,21.19,46.36,32.45,"0.1854",0.1883
"861","055653","CA","059",255,"Yes","Yes","No",0.85,8.882,58.83,8.76,39.69,48.91,0,56.41,32.31,11.28,"0.1107",0.0946
"869","055674","CA","059",99,"No","Yes","No",0,17.928,66.63,20.51,85.9,41.28,43.59,20.51,26.92,52.56,"0.1278",0.1862
"874","055689","CA","059",99,"No","Yes","No",0,12.662,75.24,26.32,91.23,52.1,0,51.72,32.76,15.52,"0.1587",0.1888
"876","055697","CA","037",99,"No","Yes","No",0,12.232,77.2,25,84.72,48.82,0,48.61,33.33,18.06,"0.1389",0.1613
"880","055706","CA","037",162,"No","Yes","No",0,12.16,82.12,17.95,83.76,67.85,0,17.65,66.39,15.97,"0.1509",0.1522
"882","055708","CA","071",119,"No","Yes","No",0.97,17.934,58.4,18.99,74.68,38.42,31.65,31.65,16.46,51.9,"0.1742",0.0889
"891","055735","CA","077",128,"No","Yes","No",0,16,65.87,14.29,74.29,48.73,21.7,46.23,34.91,18.87,".",0.1739
"892","055737","CA","037",142,"No","Yes","No",0,13.039,78.05,13.98,80.65,56.62,0,40.43,46.81,12.77,"0.1371",0.1419
"893","055739","CA","053",99,"No","Yes","No",0,15.601,66.7,22.22,64.2,50.59,17.28,27.16,56.79,16.05,".",0.1814
"895","055744","CA","037",104,"No","Yes","No",0,12.622,75.69,15.19,77.22,59.36,0,48.1,36.71,15.19,"0.1852",0.1901
"897","055750","CA","085",258,"No","Yes","No",0,15.777,78.3,15.63,79.02,64.81,10.22,21.52,47.09,31.39,".",0.0967
"898","055753","CA","037",198,"No","Yes","No",0,13.167,64.4,14.29,80.75,23.19,8.07,44.72,39.75,15.53,"0.2306",0.2243
"906","055776","CA","061",205,"No","Yes","No",0,11.267,68.81,9.02,55.3,50.13,0,51.88,29.32,18.8,".",0.1025
"910","055798","CA","085",148,"No","Yes","No",0,12.493,81.02,21.05,71.93,58.18,0,52.17,39.13,8.7,"0.1992",0.2221
"925","055848","CA","075",90,"No","Yes","No",0,12.743,81.54,26.92,84.62,63.91,0,30.38,40.51,29.11,".",0.2194
"932","055858","CA","067",99,"No","Yes","No",0,14.303,77.41,16.88,72.73,61.77,0,27.27,50.65,22.08,"0.1987",0.1135
"939","055872","CA","071",99,"No","Yes","No",0,12.923,74.29,13.92,73.42,49.18,0,42.5,42.5,15,"0.1770",0.1385
"940","055873","CA","073",119,"No","Yes","No",0,15.269,66.16,13.98,75.27,47.52,15.79,36.84,45.26,17.89,"0.1434",0.1422
"943","055884","CA","085",130,"No","Yes","No",0,12.873,83.77,17.31,69.23,60.31,0,32.69,56.73,10.58,"0.1422",0.1979
"947","055888","CA","059",144,"No","Yes","No",0,14.198,73.58,26.04,71.88,63.73,12.5,39.58,50,10.42,"0.1831",0.19
"953","055910","CA","073",99,"No","Yes","No",0,12.825,80.67,25.68,78.38,54.72,0,42.67,33.33,24,"0.1900",0.2118
"955","055916","CA","107",99,"No","Yes","No",1.05,12.011,83.53,26.92,85.9,65.79,0,28.21,58.97,12.82,".",0.2737
"957","055918","CA","037",99,"No","Yes","No",0,13.629,79.87,26.76,85.92,48.37,0,21.13,53.52,25.35,"0.1335",0.2079
"960","055922","CA","113",112,"No","Yes","No",0,11.71,77.94,21.43,78.57,59.86,0,36.47,29.41,34.12,"0.1244",0.1703
"962","055932","CA","037",201,"No","Yes","No",0,13.255,75.18,10.32,75.48,49.91,0,42.95,48.08,8.97,"0.2374",0.2105
"964","055942","CA","067",139,"No","Yes","No",0,12.43,76.62,12.9,69.89,69.57,0,46.81,38.3,14.89,".",0.1519
"965","055952","CA","037",195,"No","Yes","No",0,9.931,70.89,10.53,73.68,46.67,0,23.68,68.42,7.89,"0.1609",0.1384
"967","055955","CA","019",120,"No","No","No",0,13.255,87.34,20.37,80.56,82.93,0,34.55,51.82,13.64,".",0.1926
"971","055960","CA","037",92,"No","Yes","No",3.66,12.115,81.95,37.33,86.67,64.17,0,31.58,43.42,25,".",0.1468
"973","055963","CA","075",140,"No","Yes","No",0,13.029,83.1,10.26,84.62,64.9,0,26.5,37.61,35.9,"0.1998",0.2087
"980","055984","CA","059",250,"No","Yes","No",0.48,13.163,77.86,21.11,76.11,54.76,0,35.56,50,14.44,"0.1416",0.1358
"981","055987","CA","097",144,"No","Yes","No",0,12.262,77.03,21.43,63.39,47.15,0,48.25,32.46,19.3,".",0.097
"988","056005","CA","037",185,"No","Yes","No",6.16,13.37,84.02,20.88,81.32,57.56,0,39.56,60.44,0,"0.1619",0.1224
"989","056007","CA","037",99,"No","Yes","No",1.14,17.11,67.17,16.25,73.75,48.3,13.75,35,27.5,37.5,"0.1784",0.1515
"990","056008","CA","037",93,"No","Yes","No",2.5,12.377,82.53,36.92,80,59.77,0,35.38,49.23,15.38,"0.2400",0.1838
"996","056023","CA","037",131,"No","Yes","No",0,11.725,67.48,14.42,74.04,33.33,0,46.15,43.27,10.58,"0.2581",0.2392
"997","056024","CA","071",99,"No","Yes","No",0,12.436,71.74,16.88,76.62,34.04,0,54.55,27.27,18.18,"0.2055",0.0891
"999","056031","CA","037",121,"No","Yes","No",0,13.479,78.4,19.78,72.22,40.46,0,50,38.04,11.96,".",0.2093
"1003","056039","CA","037",299,"No","Yes","No",4.24,13.483,77.48,16.57,78.11,61.62,0,41.92,48.5,9.58,"0.1511",0.1754
"1004","056040","CA","073",180,"No","Yes","No",0,13.425,74.99,17.91,76.12,54.66,0,54.48,38.06,7.46,".",0.1443
"1006","056043","CA","037",196,"No","Yes","No",0,15.636,72.72,11.32,77.36,43.2,13.21,15.09,52.83,32.08,"0.2087",0.1942
"1018","056069","CA","085",201,"No","Yes","No",0.59,12.853,79.02,17.65,78.24,57.88,0,29.17,60.71,10.12,"0.1423",0.2093
"1020","056072","CA","097",90,"No","Yes","No",0,11.961,83.58,21.88,81.25,67.62,0,31.25,68.75,0,"0.0985",0.1165
"1026","056079","CA","037",342,"No","Yes","No",0,10.68,67.6,12.6,77.56,48.77,0,27.84,66.27,5.88,"0.1095",0.1111
"1027","056080","CA","037",130,"No","Yes","No",0.83,13.274,72.89,18.28,78.49,49.63,0,41.94,46.24,11.83,"0.1964",0.2136
"1028","056082","CA","085",199,"No","Yes","No",0,12.914,78.47,10.07,87.77,50.77,0,26.76,65.49,7.75,"0.1889",0.1778
"1030","056084","CA","037",218,"No","Yes","No",0.62,12.01,82.74,17.61,59.15,60.41,0,32.39,52.82,14.79,".",0.1423
"1034","056092","CA","037",112,"No","Yes","No",0,17.259,70.68,16.3,83.7,58.6,28.42,25.26,45.26,29.47,"0.1572",0.1793
"1038","056100","CA","019",99,"No","Yes","No",0,13.173,79.45,19.75,82.72,57.59,0,29.27,53.66,17.07,"0.2305",0.1955
"1040","056103","CA","001",151,"No","Yes","No",0,12.702,80.17,19.27,72.48,57.92,0,22.22,60.19,17.59,".",0.1609
"1045","056110","CA","059",208,"No","Yes","No",0,13.512,83.02,25.66,86.73,59.96,0,38.26,47.83,13.91,"0.1043",0.1668
"1051","056117","CA","037",126,"No","Yes","No",0,13.579,83.37,29.41,83.33,67.59,0,28.43,37.25,34.31,".",0.17
"1052","056118","CA","037",118,"No","Yes","No",5,17.213,74.03,13.95,72.09,58.18,13.79,35.63,42.53,21.84,".",0.2388
"1054","056120","CA","097",98,"No","Yes","No",0,12.224,76.48,15,67.5,42.28,0,37.5,45,17.5,".",0.1863
"1055","056121","CA","001",99,"No","Yes","No",0,12.794,81.28,25.64,73.08,59.28,0,31.65,54.43,13.92,"0.1924",0.1785
"1057","056124","CA","037",180,"No","Yes","No",0,12.797,75.7,19.38,74.42,50.91,0,42.31,47.69,10,".",0.2134
"1060","056129","CA","037",188,"No","Yes","No",3.59,12.713,79.46,14.6,76.64,59.73,0,43.48,48.55,7.97,"0.1839",0.1563
